수준,어휘,길잡이말,품사,中文,길잡이말,中文,품사,中文,어휘
중급,과속,超速과속 운전,名詞명사,超速,과속 운전,超速,명사,名詞,과속
중급,과식,胃部不適으로 배탈이 나다,名詞명사,過量,으로 배탈이 나다,胃部不適,명사,名詞,과식01
중급,과연,確實令人驚嘆。과연 대단하다,副詞부사,的確,과연 대단하다,確實令人驚嘆。,부사,副詞,과연01
중급,과외,輔導工作과외 업무,名詞명사,輔導,과외 업무,輔導工作,명사,名詞,과외
중급,과장,這很嚴重。이 심하다,名詞명사,誇張,이 심하다,這很嚴重。,명사,名詞,과장06
중급,과장,晉升為으로 승진하다,名詞명사,誇張,으로 승진하다,晉升為,명사,名詞,과장07
중급,과정,體驗을 겪다,名詞명사,程式,을 겪다,體驗,명사,名詞,과정03
중급,과제,解決를 해결하다,名詞명사,任務,를 해결하다,解決,명사,名詞,과제04
중급,과학,學習을 연구하다,名詞명사,科學,을 연구하다,學習,명사,名詞,과학
중급,과학자,變得가 되다,名詞명사,科學家,가 되다,變得,명사,名詞,과학자
중급,과학적,科學方法과학적 방법,形容詞和名詞관형사·명사,科學,과학적 방법,科學方法,관형사·명사,形容詞和名詞,과학적
중급,-관,圖書館도서관,詞綴접사,-棺材,도서관,圖書館,접사,詞綴,-관19
중급,-관,值가치관,詞綴접사,-棺材,가치관,值,접사,詞綴,-관20
중급,관객,這些聚集이 모여들다,名詞명사,畫廊,이 모여들다,這些聚集,명사,名詞,관객
중급,관계없다,這完全沒有關係전혀 관계없다,形容詞형용사,沒關係,전혀 관계없다,這完全沒有關係,형용사,形容詞,관계없다
중급,관계없이,無論時間如何시간에 관계없이,副詞부사,不管,시간에 관계없이,無論時間如何,부사,副詞,관계없이
중급,관계있다,密切相關밀접하게 관계있다,形容詞형용사,它與此相關,밀접하게 관계있다,密切相關,형용사,形容詞,관계있다
중급,관계자,見面를 만나다,名詞명사,官方的,를 만나다,見面,명사,名詞,관계자
중급,관람,劇院연극,名詞명사,觀看,연극,劇院,명사,名詞,관람
중급,관람객,電影觀眾영화 관람객,名詞명사,訪客,영화 관람객,電影觀眾,명사,名詞,관람객
중급,관련,有이 있다,名詞명사,有關的,이 있다,有,명사,名詞,관련
중급,관리,學生管理학생 관리,名詞명사,管理,학생 관리,學生管理,명사,名詞,관리04
중급,관심사,情況不同。가 다르다,名詞명사,興趣,가 다르다,情況不同。,명사,名詞,관심사
중급,관점,這不一樣。이 다르다,名詞명사,方面,이 다르다,這不一樣。,명사,名詞,관점02
중급,관찰,植物觀察식물 관찰,名詞명사,觀察,식물 관찰,植物觀察,명사,名詞,관찰01
중급,광경,查看을 보다,名詞명사,奇觀,을 보다,查看,명사,名詞,광경
중급,괜히,無緣無故說話괜히 이야기하다,副詞부사,無緣無故,괜히 이야기하다,無緣無故說話,부사,副詞,괜히
중급,괴로움,遭受을 당하다,名詞명사,痛苦,을 당하다,遭受,명사,名詞,괴로움
중급,괴롭다,心마음이,形容詞형용사,疼痛,마음이,心,형용사,形容詞,괴롭다
중급,괴롭히다,弟弟妹妹동생을,動詞동사,打擾,동생을,弟弟妹妹,동사,動詞,괴롭히다
중급,굉장하다,演出공연이,形容詞형용사,真是太神奇了,공연이,演出,형용사,形容詞,굉장하다
중급,굉장히,我非常喜歡它。굉장히 좋아하다,副詞부사,非常,굉장히 좋아하다,我非常喜歡它。,부사,副詞,굉장히
중급,교내,學校廣播교내 방송,名詞명사,校園,교내 방송,學校廣播,명사,名詞,교내01
중급,교대,輪班工作교대 근무,名詞명사,轉移,교대 근무,輪班工作,명사,名詞,교대01
중급,교류,文化交流문화 교류,名詞명사,交換,문화 교류,文化交流,명사,名詞,교류01
중급,교복,穿을 입다,名詞명사,校服,을 입다,穿,명사,名詞,교복01
중급,교시,第一堂課1교시,從屬名詞의존명사,時期,1교시,第一堂課,의존명사,從屬名詞,교시03
중급,교양,堆疊을 쌓다,名詞명사,文化,을 쌓다,堆疊,명사,名詞,교양02
중급,교외,出去로 나가다,名詞명사,郊區,로 나가다,出去,명사,名詞,교외01
중급,교육비,花費로 지출하다,名詞명사,教育支出,로 지출하다,花費,명사,名詞,교육비
중급,교육자,出院를 배출하다,名詞명사,教育者,를 배출하다,出院,명사,名詞,교육자
중급,교장,國小校長초등학교 교장,名詞명사,校長,초등학교 교장,國小校長,명사,名詞,교장03
중급,교재,學習資料학습 교재,名詞명사,教科書,학습 교재,學習資料,명사,名詞,교재01
중급,교체,更換電池건전지 교체,名詞명사,轉移,건전지 교체,更換電池,명사,名詞,교체01
중급,교통수단,使用을 이용하다,名詞명사,交通工具,을 이용하다,使用,명사,名詞,교통수단
중급,교통편,書을 예약하다,名詞명사,運輸,을 예약하다,書,명사,名詞,교통편
중급,교포,在日韓國人재일 교포,名詞명사,韓國僑民,재일 교포,在日韓國人,명사,名詞,교포02
중급,교훈,獲得을 얻다,名詞명사,課,을 얻다,獲得,명사,名詞,교훈02
중급,구,行政區행정 구역,名詞명사,九,행정 구역,行政區,명사,名詞,구15
중급,구경거리,有許多가 많다,名詞명사,觀光,가 많다,有許多,명사,名詞,구경거리
중급,구르다,球공이,動詞동사,畏縮,공이,球,동사,動詞,구르다01
중급,구매,產品購買상품 구매,名詞명사,購買,상품 구매,產品購買,명사,名詞,구매02
중급,구멍,刺穿을 뚫다,名詞명사,洞,을 뚫다,刺穿,명사,名詞,구멍
중급,구별,男女之間的區別남녀 구별,名詞명사,差別,남녀 구별,男女之間的區別,명사,名詞,구별02
중급,구부리다,腰部허리를,動詞동사,彎曲,허리를,腰部,동사,動詞,구부리다01
중급,구분,建造을 짓다,名詞명사,分配,을 짓다,建造,명사,名詞,구분06
중급,구석,一角한쪽 구석,名詞명사,角落,한쪽 구석,一角,명사,名詞,구석01
중급,구성,成員구성 인원,名詞명사,作品,구성 인원,成員,명사,名詞,구성07
중급,구세대,新一代신세대,名詞명사,老一輩,신세대,新一代,명사,名詞,구세대
중급,구속,這很嚴重。이 심하다,名詞명사,贖回,이 심하다,這很嚴重。,명사,名詞,구속02
중급,구수하다,品嚐맛이,形容詞형용사,美味的,맛이,品嚐,형용사,形容詞,구수하다01
중급,구역,禁止吸煙區금연 구역,名詞명사,區,금연 구역,禁止吸煙區,명사,名詞,구역04
중급,구입,購買商品물품 구입,名詞명사,購買,물품 구입,購買商品,명사,名詞,구입03
중급,구조,要求를 요청하다,名詞명사,結構,를 요청하다,要求,명사,名詞,구조05
중급,구조,改變를 바꾸다,名詞명사,結構,를 바꾸다,改變,명사,名詞,구조08
중급,구조대,來가 오다,名詞명사,救援隊,가 오다,來,명사,名詞,구조대02
중급,구체적,具體成就구체적 성과,形容詞和名詞관형사·명사,具體的,구체적 성과,具體成就,관형사·명사,形容詞和名詞,구체적
중급,구하다,工作일자리를,動詞동사,得到,일자리를,工作,동사,動詞,구하다01
중급,구하다,生活목숨을,動詞동사,得到,목숨을,生活,동사,動詞,구하다03
중급,국가,民主國家민주 국가,名詞명사,國家,민주 국가,民主國家,명사,名詞,국가01
중급,국경일,正確을 맞다,名詞명사,國慶,을 맞다,正確,명사,名詞,국경일
중급,국기,添加를 달다,名詞명사,麾,를 달다,添加,명사,名詞,국기07
중급,국내선,切換到으로 갈아타다,名詞명사,國內航班,으로 갈아타다,切換到,명사,名詞,국내선
중급,국립,國家美術館국립 미술관,名詞명사,建立,국립 미술관,國家美術館,명사,名詞,국립
중급,국물,餵食을 떠먹다,名詞명사,高湯,을 떠먹다,餵食,명사,名詞,국물
중급,국민,國民所得국민 소득,名詞명사,人們,국민 소득,國民所得,명사,名詞,국민
중급,국산,使用을 애용하다,名詞명사,國內的,을 애용하다,使用,명사,名詞,국산
중급,국어,教를 가르치다,名詞명사,韓國人,를 가르치다,教,명사,名詞,국어01
중급,국외,導出到로 수출하다,名詞명사,海外,로 수출하다,導出到,명사,名詞,국외02
중급,국제결혼,國際婚姻夫妻국제결혼 부부,名詞명사,國際婚姻,국제결혼 부부,國際婚姻夫妻,명사,名詞,국제결혼
중급,국제선,切換到으로 갈아타다,名詞명사,國際航班,으로 갈아타다,切換到,명사,名詞,국제선
중급,국제화,全球化時代국제화 시대,名詞명사,國際化,국제화 시대,全球化時代,명사,名詞,국제화
중급,국화,它盛開了가 피다,名詞명사,菊花,가 피다,它盛開了,명사,名詞,국화05
중급,국회,大韓民國國會대한민국 국회,名詞명사,國會,대한민국 국회,大韓民國國會,명사,名詞,국회
중급,군,行政區행정 구역,名詞명사,軍隊,행정 구역,行政區,명사,名詞,군06
중급,군대,前往에 가다,名詞명사,軍隊,에 가다,前往,명사,名詞,군대03
중급,군데,在幾個地方여러 군데,從屬名詞의존명사,地點,여러 군데,在幾個地方,의존명사,從屬名詞,군데
중급,군사,軍事組織군사 조직,名詞명사,士兵,군사 조직,軍事組織,명사,名詞,군사04
중급,굳어지다,這片土地땅이,動詞동사,硬化,땅이,這片土地,동사,動詞,굳어지다
중급,굳이,堅持說굳이 말하다,副詞부사,一定,굳이 말하다,堅持說,부사,副詞,굳이
중급,굴,挖을 파다,名詞명사,洞穴,을 파다,挖,명사,名詞,굴04
중급,굶다,米밥을,動詞동사,餓死,밥을,米,동사,動詞,굶다
중급,굽,鞋跟구두의 굽,名詞명사,高跟鞋,구두의 굽,鞋跟,명사,名詞,굽
중급,굽히다,腰部허리를,動詞동사,彎曲,허리를,腰部,동사,動詞,굽히다
중급,-권,投票투표권,詞綴접사,-體積,투표권,投票,접사,詞綴,-권07
중급,권력,加強을 강화하다,名詞명사,力量,을 강화하다,加強,명사,名詞,권력02
중급,권리,享受를 누리다,名詞명사,正確的,를 누리다,享受,명사,名詞,권리
중급,권위,建立를 세우다,名詞명사,權威,를 세우다,建立,명사,名詞,권위
중급,권유,誠摯推薦간곡한 권유,名詞명사,推薦,간곡한 권유,誠摯推薦,명사,名詞,권유02
중급,권하다,住院治療입원을,動詞동사,提供,입원을,住院治療,동사,動詞,권하다
중급,귀가,該回家了귀가 시간,名詞명사,返校日,귀가 시간,該回家了,명사,名詞,귀가03
중급,귀국,離開출국,名詞명사,回家,출국,離開,명사,名詞,귀국02
중급,귀신,變得이 되다,名詞명사,鬼,이 되다,變得,명사,名詞,귀신01
중급,귀중하다,珍貴的珠寶귀중한 보석,形容詞형용사,寶貴的,귀중한 보석,珍貴的珠寶,형용사,形容詞,귀중하다01
중급,귀하,信편지,名詞/代名詞명사/대명사,紳士,편지,信,명사/대명사,名詞/代名詞,귀하
중급,귀하다,地位신분이,形容詞형용사,寶貴的,신분이,地位,형용사,形容詞,귀하다
중급,규모,它很大가 크다,名詞명사,規模,가 크다,它很大,명사,名詞,규모
중급,규정,為了保護을 지키다,名詞명사,條款,을 지키다,為了保護,명사,名詞,규정04
중급,규칙적,日常生活규칙적 생활,形容詞和名詞관형사·명사,常規的,규칙적 생활,日常生活,관형사·명사,形容詞和名詞,규칙적
중급,균형,捕捉을 잡다,名詞명사,平衡,을 잡다,捕捉,명사,名詞,균형
중급,그나마,至少情況好轉了。그나마 낫다,副詞부사,至少,그나마 낫다,至少情況好轉了。,부사,副詞,그나마
중급,그네,騎를 타다,名詞명사,搖擺,를 타다,騎,명사,名詞,그네02
중급,그녀,第三人稱사람(3인칭),代名詞대명사,她,사람(3인칭),第三人稱,대명사,代名詞,그녀
중급,그늘,這是墜落이 지다,名詞명사,陰影,이 지다,這是墜落,명사,名詞,그늘
중급,그다지,不太好그다지 좋지 않다,副詞부사,非常,그다지 좋지 않다,不太好,부사,副詞,그다지
중급,그대,見面를 만나다,代名詞대명사,你,를 만나다,見面,대명사,代名詞,그대
중급,그래도,即便如此그리하여도,縮寫詞줄어든 말,仍然,그리하여도,即便如此,줄어든 말,縮寫詞,그래도
중급,그래프,畫를 그리다,名詞명사,圖形,를 그리다,畫,명사,名詞,그래프
중급,그램,多少克몇 그램,從屬名詞의존명사,克,몇 그램,多少克,의존명사,從屬名詞,그램
중급,그러게,我知道，對吧？그러게요,副詞/感嘆詞부사/감탄사,我知道,그러게요,我知道，對吧？,부사/감탄사,副詞/感嘆詞,그러게
중급,그러다,−−,動詞동사,然後,−,−,동사,動詞,그러다
중급,그럭저럭,設法堅持下去그럭저럭 견디다,副詞부사,一般般,그럭저럭 견디다,設法堅持下去,부사,副詞,그럭저럭
중급,그런대로,還行吧。그런대로 괜찮다,副詞부사,足夠的,그런대로 괜찮다,還行吧。,부사,副詞,그런대로
중급,그렇지,"沒錯，就是這樣。그렇지, 바로 그거야",欹감탄사,是的,"그렇지, 바로 그거야",沒錯，就是這樣。,감탄사,欹,그렇지
중급,그룹,研究小組스터디 그룹,名詞명사,團體,스터디 그룹,研究小組,명사,名詞,그룹01
중급,그리,就這樣發過去그리 보내다,副詞부사,圖片,그리 보내다,就這樣發過去,부사,副詞,그리01
중급,그리움,感覺을 느끼다,名詞명사,渴望,을 느끼다,感覺,명사,名詞,그리움
중급,그림자,有가 지다,名詞명사,陰影,가 지다,有,명사,名詞,그림자
중급,그림책,查看을 보다,名詞명사,繪本,을 보다,查看,명사,名詞,그림책
중급,그만큼,這就是它的特別之處。그만큼 남다,副詞/名詞부사/명사,那,그만큼 남다,這就是它的特別之處。,부사/명사,副詞/名詞,그만큼
